book_name,author,primary_genre,book_type,number_of_pages,pages_category,first_published_year,book_age,rating,ratings_count,ratings_count_log,votes,votes_log,score
"We Need to Talk About Kevin by Shriver, Lionel. (Harper Perennial,2006) [Paperback]",Lionel Shriver,Fiction,Paperback,424,Long,2003,22,4.08,211759,12.263208836900983,235,5.4638318050256105,21097
A Room with a View,E.M. Forster,Classics,Paperback,119,Short,1908,117,3.89,201054,12.211333781451644,320,5.771441123130016,21092
World War Z: An Oral History of the Zombie War,Max Brooks,Horror,Hardcover,342,Medium,2006,19,4.02,565170,13.244883619205089,269,5.598421958998375,21039
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Fantasy,Hardcover,480,Long,2013,12,4.1,752050,13.530559419781298,251,5.529429087511423,21023
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,Young Adult,Hardcover,457,Long,2013,12,4.0,478885,13.079217852242918,254,5.541263545158426,20891
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,Fantasy,Hardcover,592,Long,2011,14,4.02,554282,13.225430665624936,248,5.517452896464707,20843
The War of the Worlds,H.G. Wells,Classics,Paperback,192,Short,1898,127,3.83,348221,12.760595486399588,314,5.752572638825633,20776
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,Fantasy,Hardcover,757,Long,2021,4,4.45,2038667,14.527807211385003,234,5.459585514144159,20717
Bleak House,Charles Dickens,Classics,Paperback,1017,Very Long,1853,172,4.02,113844,11.642593153092266,286,5.659482215759621,20501
"Chosen (House of Night, #3)",P.C. Cast,Young Adult,Paperback,307,Medium,2008,17,3.91,254249,12.446073313910807,269,5.598421958998375,20367
"Unwind (Unwind, #1)",Neal Shusterman,Young Adult,Hardcover,337,Medium,2007,18,4.17,248400,12.422799654798252,237,5.472270673671475,20136
The Woman in White,Wilkie Collins,Classics,Paperback,672,Long,1859,166,4.01,165575,12.017185582894054,289,5.66988092298052,20099
The Complete Poems of Emily Dickinson,Emily Dickinson,Poetry,Paperback,716,Long,1890,135,4.28,106556,11.576435332224756,313,5.749392985908253,20074
Brideshead Revisited,Evelyn Waugh,Classics,Paperback,351,Medium,1945,80,4.0,126169,11.745385482921787,271,5.605802066295998,20043
North and South,Elizabeth Gaskell,Classics,Paperback,521,Long,1855,170,4.15,182608,12.115102533989726,261,5.568344503761097,19984
"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,Fantasy,Hardcover,358,Medium,2012,13,3.92,1097350,13.90840965161687,241,5.488937726156687,19964
انتحار فاشل,أحمد جمال الدين رمضان,Short Stories,Paperback,175,Short,2016,9,4.54,3320,8.108021221376747,203,5.318119993844216,19943
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,Fantasy,Hardcover,689,Long,2016,9,4.63,1203944,14.001114222744368,234,5.459585514144159,19852
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,Science Fiction,Paperback,297,Medium,1968,57,4.18,335199,12.722482647590065,267,5.5909869805108565,19846
Ugly Love,Colleen Hoover,Romance,Kindle,330,Medium,2014,11,3.99,2280338,14.639834674088748,220,5.3981627015177525,19758
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,Fantasy,Kindle,752,Long,2006,19,4.3,338662,12.73276079162219,222,5.407171771460119,19701
The God Delusion,Richard Dawkins,Nonfiction,Hardcover,374,Medium,2006,19,3.9,282503,12.551447988760426,250,5.5254529391317835,19648
العصبي,أحمد جمال الدين رمضان,Short Stories,Paperback,165,Short,2016,9,4.59,2893,7.970394907191429,199,5.298317366548036,19551
The Left Hand of Darkness,Ursula K. Le Guin,Science Fiction,Paperback,304,Medium,1969,56,4.1,218505,12.294568753094998,246,5.5093883366279774,19417
Of Human Bondage,W. Somerset Maugham,Classics,Mass,684,Long,1915,110,4.16,61367,11.024643805639132,271,5.605802066295998,19415
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,Romance,Paperback,248,Medium,2007,18,4.1,590808,13.289248063104916,212,5.3612921657094255,19415
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,Romance,Paperback,288,Medium,2018,7,4.42,878024,13.685430346015982,220,5.3981627015177525,19407
"The Iron King (The Iron Fey, #1)",Julie Kagawa,Fantasy,Paperback,363,Medium,2010,15,3.87,218300,12.293630123379582,237,5.472270673671475,19386
Snow Crash,Neal Stephenson,Science Fiction,Kindle,559,Long,1992,33,4.01,297094,12.601807231958697,226,5.424950017481403,19190
Those Empty Eyes,Charlie Donlea,Thriller,Hardcover,368,Medium,2023,2,4.15,90437,11.412419812038584,201,5.308267697401205,19110
Vanity Fair,William Makepeace Thackeray,Classics,Paperback,867,Very Long,1847,178,3.81,132949,11.797728396671166,275,5.62040086571715,19080
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,Horror,Paperback,1216,Very Long,1990,35,4.1,124052,11.72846417262438,256,5.54907608489522,19046
The Love Hypothesis,Ali Hazelwood,Romance,Paperback,400,Medium,2021,4,4.1,1856020,14.433945506919445,210,5.351858133476067,19025
"Bloodlines (Bloodlines, #1)",Richelle Mead,Young Adult,Hardcover,432,Long,2011,14,4.2,190868,12.159342607842193,242,5.493061443340548,18989
"Caraval (Caraval, #1)",Stephanie Garber,Fantasy,Hardcover,407,Long,2016,9,3.97,859005,13.663531185808122,208,5.342334251964811,18945
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,Fantasy,Mass,836,Very Long,1994,31,4.12,253307,12.442361418594071,227,5.429345628954441,18940
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,Fantasy,Kindle,526,Long,2023,2,4.16,901725,13.71206598349616,199,5.298317366548036,18915
A Man Called Ove,Fredrik Backman,Fiction,Hardcover,337,Medium,2012,13,4.38,1202561,13.99996483888448,219,5.393627546352361,18838
Far From the Madding Crowd,Thomas Hardy,Classics,Paperback,433,Long,1874,151,3.97,165703,12.017958343135358,270,5.602118820879701,18832
Johnny Got His Gun,Dalton Trumbo,Fiction,Paperback,309,Medium,1939,86,4.21,48503,10.789401547751567,232,5.4510384535657,18793
A Monster Calls,Patrick Ness,Fantasy,Paperback,237,Medium,2011,14,4.35,289041,12.574327285255096,212,5.3612921657094255,18695
Daisy Jones & The Six,Taylor Jenkins Reid,Fiction,Hardcover,368,Medium,2019,6,4.2,1833834,14.421919960466624,208,5.342334251964811,18691
Verity,Colleen Hoover,Thriller,ebook,336,Medium,2018,7,4.29,3727537,15.131258520069402,207,5.337538079701318,18616
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,Science Fiction,Mass,500,Long,1989,36,4.27,296477,12.59972829567884,218,5.389071729816501,18481
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,Classics,Paperback,335,Medium,1935,90,4.21,301596,12.616846968116866,291,5.676753802268282,18462
"Cannery Row (Cannery Row, #1)",John Steinbeck,Classics,Paperback,181,Short,1943,82,4.06,153498,11.941449331330189,270,5.602118820879701,18444
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,Classics,Mass,276,Medium,1909,116,4.23,224203,12.320311630674247,287,5.662960480135946,18439
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,Romance,Hardcover,356,Medium,2021,4,4.26,747483,13.52446817933562,197,5.288267030694535,18278
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,Romance,Hardcover,389,Medium,2017,8,3.75,862620,13.667730707903022,204,5.3230099791384085,18276
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,Fantasy,Hardcover,528,Long,2010,15,4.1,424527,12.958733242511162,245,5.5053315359323625,18274
"Bared to You (Crossfire, #1)",Sylvia Day,Romance,Paperback,352,Medium,2012,13,4.13,549806,13.217322586534742,214,5.3706380281276624,18183
I'll Give You the Sun,Jandy Nelson,Young Adult,Hardcover,371,Medium,2014,11,4.15,356835,12.785031571459232,201,5.308267697401205,18166
Cutting for Stone,Abraham   Verghese,Fiction,Hardcover,560,Long,2009,16,4.33,425079,12.960032665486631,227,5.429345628954441,18145
"Cry, the Beloved Country",Alan Paton,Fiction,Hardcover,316,Medium,1948,77,3.93,79392,11.282165482139732,250,5.5254529391317835,18125
"Torment (Fallen, #2)",Lauren Kate,Young Adult,Hardcover,452,Long,2010,15,3.84,244711,12.407837287868736,234,5.459585514144159,18069
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,Fantasy,Hardcover,552,Long,2014,11,4.4,403033,12.906776204615761,219,5.393627546352361,18037
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Nonfiction,Paperback,512,Long,2011,14,4.34,1248362,14.03734365100299,200,5.303304908059076,17998
Normal People,Sally Rooney,Fiction,Hardcover,273,Medium,2018,7,3.81,1842997,14.426904151464177,196,5.2832037287379885,17967
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,Romance,Hardcover,368,Medium,2008,17,4.04,263288,12.481007567171517,212,5.3612921657094255,17935
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,Classics,Paperback,224,Medium,1932,93,4.21,285085,12.560546168118055,281,5.641907070938114,17878
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,Fantasy,Kindle,288,Medium,2011,14,4.1,198482,12.19845873312449,205,5.327876168789581,17878
Sarah's Key,Tatiana de Rosnay,Historical Fiction,Hardcover,294,Medium,2006,19,4.18,494069,13.110432486536364,236,5.4680601411351315,17876
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,Nonfiction,Paperback,368,Medium,1997,28,4.26,564617,13.243904675271022,251,5.529429087511423,17848
"Red Rising (Red Rising Saga, #1)",Pierce Brown,Science Fiction,Hardcover,382,Medium,2014,11,4.27,747900,13.525025895256015,203,5.318119993844216,17841
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,Fantasy,Paperback,224,Medium,1954,71,3.91,389886,12.873612232532302,271,5.605802066295998,17760
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,Fantasy,Hardcover,403,Long,2003,22,3.8,225513,12.326137520254928,219,5.393627546352361,17750
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,Young Adult,Hardcover,488,Long,2012,13,4.15,206364,12.237401724566897,204,5.3230099791384085,17641
"Chocolat (Chocolat, #1)",Joanne Harris,Fiction,Paperback,306,Medium,1999,26,3.96,130991,11.78289153161623,265,5.583496308781699,17634
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,Fantasy,Hardcover,454,Long,2013,12,4.23,459267,13.03738919664789,222,5.407171771460119,17627
"Sabriel (Abhorsen, #1)",Garth Nix,Fantasy,Mass,491,Long,1995,30,4.16,217993,12.292222818456683,217,5.384495062789089,17617
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,Classics,Paperback,468,Long,1913,112,4.16,68001,11.127292395490432,221,5.402677381872279,17459
No Country for Old Men,Cormac McCarthy,Fiction,Paperback,309,Medium,2005,20,4.17,244718,12.407865892513723,234,5.459585514144159,17458
The Westing Game,Ellen Raskin,Mystery,Paperback,182,Short,1978,47,3.99,233987,12.363025110973586,227,5.429345628954441,17456
What Lies in the Woods,Kate Alice Marshall,Thriller,Hardcover,336,Medium,2023,2,3.94,198439,12.198242066414986,184,5.220355825078325,17404
The Last Lecture,Randy Pausch,Nonfiction,Kindle,217,Medium,2008,17,4.26,362727,12.801408521078198,217,5.384495062789089,17401
The Summoning (Darkest Powers #1),Kelley Armstrong,Young Adult,Hardcover,390,Medium,2008,17,4.03,176319,12.080055804946687,217,5.384495062789089,17370
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,Fantasy,Hardcover,440,Long,2011,14,4.07,294957,12.59458825230462,222,5.407171771460119,17263
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,Young Adult,Kindle,456,Long,2011,14,4.01,190633,12.158110638344063,198,5.293304824724492,17181
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,Young Adult,Hardcover,440,Long,2010,15,3.93,351581,12.770198248943425,220,5.3981627015177525,17172
Just Listen,Sarah Dessen,Young Adult,Hardcover,371,Medium,2006,19,4.05,250400,12.430818911810329,210,5.351858133476067,17129
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,Paranormal,Mass,384,Medium,2007,18,4.13,164540,12.010915058253985,205,5.327876168789581,17125
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,Fantasy,Paperback,383,Medium,2003,22,4.14,148278,11.906850913244085,211,5.356586274672012,17014
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,Nonfiction,Paperback,349,Medium,2006,19,3.66,358593,12.78994610827867,232,5.4510384535657,17004
Lady Chatterley’s Lover,D.H. Lawrence,Classics,Hardcover,376,Medium,1928,97,3.5,137302,11.82994544148094,263,5.575949103146316,16975
I Capture the Castle,Dodie Smith,Classics,Hardcover,408,Long,1948,77,3.99,114976,11.65248738734272,217,5.384495062789089,16922
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,Fantasy,Hardcover,980,Very Long,2018,7,4.71,1062372,13.876015643224735,193,5.267858159063328,16909
Nine Stories,J.D. Salinger,Short Stories,Paperback,302,Medium,1953,72,4.18,154462,11.947709864438849,224,5.41610040220442,16778
"Ishmael (Ishmael, #1)",Daniel Quinn,Fiction,Kindle,338,Medium,1992,33,4.01,104059,11.552722934844294,202,5.313205979041787,16771
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,Science Fiction,Mass,382,Medium,1986,39,4.11,270362,12.50752077946875,213,5.365976015021851,16763
"Trainspotting (Mark Renton, #2)",Irvine Welsh,Fiction,Paperback,431,Long,1993,32,4.11,178261,12.091009657188694,208,5.342334251964811,16732
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,Fantasy,Paperback,294,Medium,1968,57,4.16,121945,11.71133360277812,212,5.3612921657094255,16695
The Truth About Forever,Sarah Dessen,Young Adult,Paperback,374,Medium,2004,21,4.12,226156,12.328984727334321,204,5.3230099791384085,16621
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,Fantasy,Mass,291,Medium,2004,21,4.12,266861,12.494486949834767,223,5.4116460518550396,16504
The Glass Castle,Jeannette Walls,Nonfiction,Paperback,288,Medium,2005,20,4.33,1353813,14.118436352264808,203,5.318119993844216,16440
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,Historical Fiction,Paperback,637,Long,2000,25,4.29,94172,11.452888795276065,180,5.198497031265826,16380
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,Fantasy,Paperback,183,Short,1968,57,4.01,358740,12.790355958633267,216,5.37989735354046,16366
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,Classics,Paperback,193,Short,1919,106,4.14,134533,11.80957223418259,201,5.308267697401205,16357
The Hours,Michael Cunningham,Fiction,Paperback,230,Medium,1998,27,3.96,148432,11.907888956962092,233,5.455321115357702,16344
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,Historical Fiction,Paperback,928,Very Long,1996,29,4.36,268252,12.4996858440278,208,5.342334251964811,16318
Cyrano de Bergerac,Edmond Rostand,Classics,Mass,240,Medium,1897,128,4.06,90637,11.414628830145118,233,5.455321115357702,16213
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,Paranormal Romance,Hardcover,723,Long,2008,17,4.56,61585,11.028189850963978,187,5.236441962829949,16189
"Slammed (Slammed, #1)",Colleen Hoover,Romance,Kindle,354,Medium,2012,13,4.14,445298,13.0065012456302,183,5.214935757608986,16127
"World Without End (Kingsbridge, #2)",Ken Follett,Historical Fiction,Hardcover,1237,Very Long,2007,18,4.32,274602,12.523081697238123,216,5.37989735354046,16045
The Glass Menagerie,Tennessee Williams,Plays,Paperback,104,Short,1945,80,3.74,142881,11.869774393772717,265,5.583496308781699,16032
Project Hail Mary,Andy Weir,Science Fiction,Hardcover,476,Long,2021,4,4.5,1064777,13.87827688469257,178,5.187385805840755,16017
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,Romance,Paperback,384,Medium,2014,11,4.04,1048857,13.863212511199286,189,5.247024072160486,15962
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,Mystery,Paperback,413,Long,2020,5,4.26,767861,13.551365308484076,175,5.170483995038151,15848
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,Young Adult,Paperback,528,Long,2008,17,3.98,203836,12.225075933832201,180,5.198497031265826,15782
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak,Fiction,Kindle,557,Long,2022,3,4.29,15798,9.66770192587285,165,5.111987788356544,15728
"Carry On (Simon Snow, #1)",Rainbow Rowell,Fantasy,Paperback,528,Long,2015,10,4.16,333043,12.716029892366032,181,5.204006687076795,15720
"1Q84 (1Q84, #1-3)",Haruki Murakami,Fiction,Hardcover,944,Very Long,2009,16,3.95,338586,12.732536354559603,186,5.231108616854587,15689
We Need to Talk About Kevin,Lionel Shriver,Fiction,Paperback,400,Medium,2003,22,4.08,211759,12.263208836900983,194,5.272999558563747,15601
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,Fantasy,Paperback,243,Medium,1953,72,3.95,328974,12.70373703901834,244,5.501258210544727,15551
"Hunted (House of Night, #5)",P.C. Cast,Young Adult,Hardcover,336,Medium,2009,16,3.93,190795,12.158960073415981,211,5.356586274672012,15525
"The Scorch Trials (The Maze Runner, #2)",James Dashner,Young Adult,Hardcover,362,Medium,2010,15,3.89,639018,13.367689466876937,203,5.318119993844216,15523
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,Fiction,Hardcover,319,Medium,2010,15,4.36,139659,11.846966176400027,181,5.204006687076795,15468
Educated,Tara Westover,Nonfiction,Hardcover,352,Medium,2018,7,4.47,1840624,14.425615745822089,176,5.176149732573829,15393
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,Mystery,Hardcover,459,Long,2021,4,4.19,559701,13.235159778215928,167,5.123963979403259,15387
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,Dark,Nook,276,Medium,2011,14,3.93,74971,11.224869989478876,166,5.117993812416755,15326
Interpreter of Maladies,Jhumpa Lahiri,Short Stories,Hardcover,198,Short,1999,26,4.18,205803,12.23467953853917,204,5.3230099791384085,15257
Before I Fall,Lauren Oliver,Young Adult,Paperback,470,Long,2010,15,3.88,345787,12.753581149489229,183,5.214935757608986,15227
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,Fantasy,Paperback,419,Long,2015,10,4.16,4123886,15.232306723161626,174,5.1647859739235145,15224
"The Secret (The Secret, #1)",Rhonda Byrne,Self Help,Hardcover,199,Short,2006,19,3.74,530256,13.181117073659925,199,5.298317366548036,15159
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,Fantasy,Hardcover,240,Medium,1951,74,3.98,482085,13.08587780035372,259,5.560681631015528,15147
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,Fantasy,Hardcover,849,Very Long,2011,14,4.17,309389,12.642357895978224,195,5.278114659230518,15142
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,Fantasy,Hardcover,328,Medium,2007,18,3.7,166253,12.021272018379035,194,5.272999558563747,15137
"Inferno (Robert Langdon, #4)",Dan    Brown,Fiction,Hardcover,463,Long,2013,12,3.9,591295,13.290072017030417,192,5.262690188904886,15121
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,Romance,Paperback,501,Long,2004,21,4.03,396639,12.890784347269017,196,5.2832037287379885,15087
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,Fantasy,Kindle,394,Medium,2020,5,4.36,947583,13.761670866362715,169,5.135798437050262,15039
A Brief History of Time,Stephen W. Hawking,Science,Paperback,226,Medium,1988,37,4.21,476800,13.074854492046514,217,5.384495062789089,15023
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,Fiction,Paperback,232,Medium,1988,37,4.01,173837,12.065879110032101,219,5.393627546352361,15022
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,Fantasy,Hardcover,516,Long,2014,11,4.43,388144,12.869134260132926,195,5.278114659230518,15009
The Bluest Eye,Toni Morrison,Fiction,Paperback,216,Medium,1970,55,4.13,298571,12.606766388759446,193,5.267858159063328,14980
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,Horror,Paperback,448,Long,1988,37,3.93,161463,11.992037486579955,215,5.375278407684165,14892
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,Fantasy,Kindle,258,Medium,2024,1,3.6,43664,10.684302144847834,157,5.062595033026967,14839
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,Fantasy,Paperback,374,Medium,2001,24,3.88,137045,11.82807191487669,189,5.247024072160486,14799
Gravity’s Rainbow,Thomas Pynchon,Fiction,Paperback,776,Long,1973,52,4.01,47977,10.778497851489867,172,5.153291594497779,14779
House of Leaves,Mark Z. Danielewski,Horror,Paperback,709,Long,2000,25,4.09,198776,12.199938872346534,168,5.1298987149230735,14775
All the King's Men,Robert Penn Warren,Fiction,Paperback,439,Long,1946,79,4.09,66509,11.105107591278466,203,5.318119993844216,14732
No One Can Know,Kate Alice Marshall,Thriller,Hardcover,325,Medium,2024,1,3.65,80302,11.293562259137364,156,5.056245805348308,14731
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,Fantasy,Hardcover,803,Very Long,2020,5,4.45,1107739,13.917832461713385,166,5.117993812416755,14649
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,Fantasy,Mass,435,Long,1995,30,4.19,396000,12.889172015485954,177,5.181783550292085,14635
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,Fiction,Paperback,182,Short,1962,63,3.98,124655,11.73331322257064,213,5.365976015021851,14609
Invisible Monsters,Chuck Palahniuk,Fiction,Paperback,304,Medium,1999,26,4.0,151068,11.925491965067923,178,5.187385805840755,14553
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,Romance,Mass,441,Long,2006,19,4.32,202080,12.216423886107307,184,5.220355825078325,14461
Twenty Thousand Leagues Under the Sea,Jules Verne,Classics,Hardcover,269,Medium,1869,156,3.89,275489,12.526306609275677,213,5.365976015021851,14420
Taming Flame,Therisa Peimer,Fiction,Paperback,312,Medium,2022,3,4.28,16714,9.7240617988542,151,5.0238805208462765,14410
Foucault’s Pendulum,Umberto Eco,Fiction,Paperback,623,Long,1988,37,3.91,74703,11.221288917210718,190,5.25227342804663,14403
Gray After Dark,Noelle W. Ihli,Thriller,Kindle,370,Medium,2024,1,4.18,102262,11.535303205187827,151,5.0238805208462765,14361
"Poison Study (Study, #1)",Maria V. Snyder,Fantasy,Paperback,427,Long,2005,20,4.09,175634,12.076163256950935,173,5.159055299214529,14332
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,Fiction,Paperback,566,Long,1980,45,4.05,441017,12.99684096992255,211,5.356586274672012,14318
The Ocean at the End of the Lane,Neil Gaiman,Fantasy,Hardcover,181,Short,2013,12,4.01,656243,13.394287949989032,170,5.14166355650266,14285
Seabiscuit: An American Legend,Laura Hillenbrand,Nonfiction,Mass,457,Long,1999,26,4.23,168194,12.03287929956309,208,5.342334251964811,14233
The Club,Ellery Lloyd,Mystery,Hardcover,320,Medium,2022,3,3.28,125494,11.740021196122866,151,5.0238805208462765,14231
If We Were Villains,M.L. Rio,Dark Academia,Hardcover,354,Medium,2017,8,4.09,405552,12.913006846832738,157,5.062595033026967,14222
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,Fantasy,Mass,376,Medium,1989,36,4.34,234638,12.365803441794313,172,5.153291594497779,14202
Because of Winn-Dixie,Kate DiCamillo,Fiction,Paperback,182,Short,2000,25,4.1,278082,12.535674909263342,192,5.262690188904886,14143
"Think Twice (Myron Bolitar, #12)",Harlan Coben,Mystery,Hardcover,368,Medium,2024,1,4.23,48470,10.788720959944941,149,5.0106352940962555,14133
The Midnight Library,Matt Haig,Fiction,Hardcover,288,Medium,2020,5,3.98,2418208,14.698537741491887,164,5.10594547390058,14093
The Memory Keeper's Daughter,Kim Edwards,Fiction,Paperback,401,Long,2005,20,3.7,611321,13.323379104245399,197,5.288267030694535,14089
A People’s History of the United States: 1492 - Present,Howard Zinn,History,Paperback,729,Long,1980,45,4.09,264967,12.48736434295994,191,5.2574953720277815,14056
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,Fantasy,Hardcover,453,Long,2008,17,4.1,991534,13.807009526369384,201,5.308267697401205,14029
Mythology,Edith Hamilton,Mythology,Paperback,497,Long,1942,83,4.03,59788,10.998576976530199,211,5.356586274672012,14025
Ask for Andrea,Noelle W. Ihli,Thriller,ebook,272,Medium,2022,3,4.08,199996,12.206057645417673,148,5.003946305945459,13985
Peace Like a River,Leif Enger,Fiction,Paperback,312,Medium,2001,24,4.03,101150,11.524369728854486,170,5.14166355650266,13974
"Where She Went (If I Stay, #2)",Gayle Forman,Young Adult,Hardcover,264,Medium,2011,14,3.97,304979,12.628001479669003,175,5.170483995038151,13792
"The Talisman (The Talisman, #1)",Stephen  King,Horror,Hardcover,656,Long,1984,41,4.11,140893,11.855763113587596,189,5.247024072160486,13743
Head Like a Hole,Andrew Van Wey,Horror,Kindle,382,Medium,2022,3,3.84,5863,8.676587243566487,146,4.990432586778736,13738
The Roommate,Kiersten Modglin,Thriller,Kindle,275,Medium,2021,4,3.77,13367,9.50061907027523,145,4.983606621708336,13737
The History of Love,Nicole Krauss,Fiction,Paperback,255,Medium,2005,20,3.92,140567,11.853446636437727,166,5.117993812416755,13735
"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,Mystery,Hardcover,416,Long,2017,8,3.91,1050944,13.865200317376543,155,5.049856007249537,13714
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,Fantasy,Hardcover,572,Long,2008,17,4.56,582848,13.275683426639207,158,5.0689042022202315,13690
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,Historical Fiction,Mass,1443,Very Long,2001,24,4.26,226137,12.328900711371238,179,5.19295685089021,13683
Grimm's Fairy Tales,Jacob Grimm,Classics,Kindle,688,Long,1812,213,4.23,220898,12.305460862462697,228,5.43372200355424,13674
Native Son,Richard Wright,Fiction,Paperback,504,Long,1940,85,4.04,104430,11.556281845220143,197,5.288267030694535,13649
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,Young Adult,Hardcover,320,Medium,2015,10,4.13,466044,13.052037474969142,156,5.056245805348308,13640
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,Classics,Paperback,129,Short,1892,133,4.07,354424,12.778252036985831,197,5.288267030694535,13573
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,Fiction,Paperback,389,Medium,2003,22,4.0,286386,12.56509932197697,176,5.176149732573829,13564
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,Mystery,Hardcover,288,Medium,1926,99,4.26,342390,12.743708637857537,188,5.241747015059643,13546
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,Historical Fiction,Paperback,1008,Very Long,2005,20,4.44,191032,12.160201466974017,175,5.170483995038151,13538
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,Historical Fiction,Mass,345,Medium,1974,51,4.33,91606,11.425262966956396,176,5.176149732573829,13528
"Champion (Legend, #3)",Marie Lu,Dystopia,Hardcover,369,Medium,2013,12,4.31,232768,12.35780182446061,163,5.099866427824199,13512
Look Closer,David Ellis,Thriller,Hardcover,448,Long,2022,3,4.15,150103,11.91908366616721,143,4.969813299576001,13496
"Gone (Gone, #1)",Michael  Grant,Young Adult,Hardcover,560,Long,2008,17,3.87,210059,12.255148483176766,162,5.093750200806762,13488
